米	ベイ	米	名詞-固有名詞-地域-国		
販売	ハンバイ	販売	名詞-サ変接続		
店	テン	店	名詞-接尾-一般		
側	ガワ	側	名詞-接尾-一般		
も	モ	も	助詞-係助詞		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
の	ノ	の	助詞-連体化		
取り扱い	トリアツカイ	取り扱い	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
通知	ツウチ	通知	名詞-サ変接続		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
れ	レ	れる	動詞-接尾	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
の	ノ	の	名詞-非自立-一般		
は	ハ	は	助詞-係助詞		
発売	ハツバイ	発売	名詞-サ変接続		
間際	マギワ	間際	名詞-一般		
だっ	ダッ	だ	助動詞	特殊・ダ	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
幹部	カンブ	幹部	名詞-一般		
は	ハ	は	助詞-係助詞		
「	「	「	記号-括弧開		
アップル	アップル	アップル	名詞-一般		
製品	セイヒン	製品	名詞-一般		
に関して	ニカンシテ	に関して	助詞-格助詞-連語		
は	ハ	は	助詞-係助詞		
我々	ワレワレ	我々	名詞-代名詞-一般		
に	ニ	に	助詞-格助詞-一般		
“	“	“	記号-括弧開		
一	イチ	一	名詞-数		
日	ニチ	日	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
長	チョウ	長	名詞-一般		
”	”	”	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
自信	ジシン	自信	名詞-一般		
たっぷり	タップリ	たっぷり	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
話す	ハナス	話す	動詞-自立	五段・サ行	基本形
。	。	。	記号-句点		
EOS
「	「	「	記号-括弧開		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
４	ヨン	４	名詞-数		
S	S	S	名詞-固有名詞-組織		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
発売	ハツバイ	発売	名詞-サ変接続		
セレモニー	セレモニー	セレモニー	名詞-一般		
で	デ	で	助詞-格助詞-一般		
あいさつ	アイサツ	あいさつ	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
の	ノ	の	助詞-連体化		
孫	マゴ	孫	名詞-一般		
正義	セイギ	正義	名詞-一般		
社長	シャチョウ	社長	名詞-一般		
(	(	(	名詞-サ変接続		
11	11	11	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
10	10	10	名詞-数		
月	ツキ	月	名詞-接尾-助数詞		
、	、	、	記号-読点		
東京	トウキョウ	東京	名詞-固有名詞-地域-一般		
都	ト	都	名詞-接尾-地域		
渋谷	シブヤ	渋谷	名詞-固有名詞-地域-一般		
区	ク	区	名詞-接尾-地域		
)	)	)	名詞-サ変接続		
EOS
　	　	　	記号-空白		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-固有名詞-組織		
対決	タイケツ	対決	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
ライバル	ライバル	ライバル	名詞-一般		
と	ト	と	助詞-並立助詞		
火花	ヒバナ	火花	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
散らす	チラス	散らす	動詞-自立	五段・サ行	基本形
半面	ハンメン	半面	名詞-一般		
、	、	、	記号-読点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
にとって	ニトッテ	にとって	助詞-格助詞-連語		
は	ハ	は	助詞-係助詞		
社運	シャウン	社運	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
賭け	カケ	賭ける	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
「	「	「	記号-括弧開		
決着	ケッチャク	決着	名詞-サ変接続		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
時	トキ	時	名詞-非自立-副詞可能		
が	ガ	が	助詞-格助詞-一般		
まもなく	マモナク	まもなく	副詞-助詞類接続		
訪れる	オトズレル	訪れる	動詞-自立	一段	基本形
。	。	。	記号-句点		
総務	ソウム	総務	名詞-一般		
省	ショウ	省	名詞-接尾-一般		
が	ガ	が	助詞-格助詞-一般		
２月	ニガツ	２月	名詞-副詞可能		
に	ニ	に	助詞-格助詞-一般		
も	モ	も	助詞-係助詞		
携帯	ケイタイ	携帯	名詞-サ変接続		
事業	ジギョウ	事業	名詞-一般		
者	シャ	者	名詞-接尾-一般		
１	イチ	１	名詞-数		
社	シャ	社	名詞-接尾-助数詞		
に	ニ	に	助詞-格助詞-一般		
新た	アラタ	新た	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
割り当てる	ワリアテル	割り当てる	動詞-自立	一段	基本形
900	900	900	名詞-数		
メガ	メガ	メガ	名詞-接尾-助数詞		
（	（	（	記号-括弧開		
メガ	メガ	メガ	名詞-一般		
は	ハ	は	助詞-係助詞		
100	100	100	名詞-数		
万	マン	万	名詞-数		
）	）	）	記号-括弧閉		
ヘルツ	ヘルツ	ヘルツ	名詞-一般		
帯	タイ	帯	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
行方	ユクエ	行方	名詞-一般		
だ	ダ	だ	助動詞	特殊・ダ	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
900	900	900	名詞-数		
メガヘルツ	メガヘルツ	メガヘルツ	名詞-接尾-助数詞		
帯	タイ	帯	名詞-接尾-一般		
は	ハ	は	助詞-係助詞		
「	「	「	記号-括弧開		
プラチナ	プラチナ	プラチナ	名詞-一般		
バンド	バンド	バンド	名詞-一般		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
呼ば	ヨバ	呼ぶ	動詞-自立	五段・バ行	未然形
れ	レ	れる	動詞-接尾	一段	連用形
、	、	、	記号-読点		
電波	デンパ	電波	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
障害	ショウガイ	障害	名詞-一般		
物	ブツ	物	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
回り込ん	マワリコン	回り込む	動詞-自立	五段・マ行	連用タ接続
で	デ	で	助詞-接続助詞		
遠く	トオク	遠い	形容詞-自立	形容詞・アウオ段	連用テ接続
まで	マデ	まで	助詞-副助詞		
届き	トドキ	届く	動詞-自立	五段・カ行イ音便	連用形
やすい	ヤスイ	やすい	形容詞-非自立	形容詞・アウオ段	基本形
の	ノ	の	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
特徴	トクチョウ	特徴	名詞-一般		
だ	ダ	だ	助動詞	特殊・ダ	基本形
。	。	。	記号-句点		
ＮＴＴドコモ	エヌティーティードコモ	ＮＴＴドコモ	名詞-固有名詞-組織		
と	ト	と	助詞-並立助詞		
ａ	エイ	ａ	記号-アルファベット		
ｕ	ユー	ｕ	記号-アルファベット		
は	ハ	は	助詞-係助詞		
プラチナ	プラチナ	プラチナ	名詞-一般		
バンド	バンド	バンド	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
保有	ホユウ	保有	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
が	ガ	が	助詞-接続助詞		
、	、	、	記号-読点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
なく	ナク	ない	助動詞	特殊・ナイ	連用テ接続
、	、	、	記号-読点		
現在	ゲンザイ	現在	名詞-副詞可能		
主	オモ	主	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
使用	シヨウ	使用	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
２	ニ	２	名詞-数		
ギガ	ギガ	ギガ	名詞-接尾-助数詞		
（	（	（	記号-括弧開		
ギガ	ギガ	ギガ	名詞-一般		
は	ハ	は	助詞-係助詞		
10	10	10	名詞-数		
億	オク	億	名詞-数		
）	）	）	記号-括弧閉		
ヘルツ	ヘルツ	ヘルツ	名詞-一般		
帯	タイ	帯	名詞-接尾-一般		
も	モ	も	助詞-係助詞		
契約	ケイヤク	契約	名詞-サ変接続		
者	シャ	者	名詞-接尾-一般		
数	スウ	数	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
急増	キュウゾウ	急増	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
、	、	、	記号-読点		
回線	カイセン	回線	名詞-一般		
の	ノ	の	助詞-連体化		
混雑	コンザツ	混雑	名詞-サ変接続		
緩和	カンワ	緩和	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
喫緊	キッキン	喫緊	名詞-一般		
の	ノ	の	助詞-連体化		
課題	カダイ	課題	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
浮上	フジョウ	浮上	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
。	。	。	記号-句点		
「	「	「	記号-括弧開		
つながり	ツナガリ	つながり	名詞-一般		
にくい	ニクイ	にくい	形容詞-自立	形容詞・アウオ段	基本形
」	」	」	記号-括弧閉		
という	トイウ	という	助詞-格助詞-連語		
不名誉	フメイヨ	不名誉	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
レッテル	レッテル	レッテル	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
取り除く	トリノゾク	取り除く	動詞-自立	五段・カ行イ音便	基本形
に	ニ	に	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
900	900	900	名詞-数		
メガヘルツ	メガヘルツ	メガヘルツ	名詞-接尾-助数詞		
帯	タイ	帯	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
獲得	カクトク	獲得	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
不可欠	フカケツ	不可欠	名詞-形容動詞語幹		
だ	ダ	だ	助動詞	特殊・ダ	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
携帯	ケイタイ	携帯	名詞-サ変接続		
事業	ジギョウ	事業	名詞-一般		
者	シャ	者	名詞-接尾-一般		
４	ヨン	４	名詞-数		
社	シャ	社	名詞-接尾-助数詞		
すべて	スベテ	すべて	名詞-副詞可能		
が	ガ	が	助詞-格助詞-一般		
利用	リヨウ	利用	名詞-サ変接続		
の	ノ	の	助詞-連体化		
申請	シンセイ	申請	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
表明	ヒョウメイ	表明	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
中	ナカ	中	名詞-非自立-副詞可能		
、	、	、	記号-読点		
孫	マゴ	孫	名詞-一般		
社長	シャチョウ	社長	名詞-一般		
は	ハ	は	助詞-係助詞		
「	「	「	記号-括弧開		
世の中	ヨノナカ	世の中	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
正義	セイギ	正義	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
以上	イジョウ	以上	名詞-非自立-副詞可能		
、	、	、	記号-読点		
ドコモ	ドコモ	ドコモ	名詞-固有名詞-組織		
や	ヤ	や	助詞-並立助詞		
ａｕ	ａｕ	ａｕ	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
選ば	エラバ	選ぶ	動詞-自立	五段・バ行	未然形
れる	レル	れる	動詞-接尾	一段	基本形
こと	コト	こと	名詞-非自立-一般		
は	ハ	は	助詞-係助詞		
あり	アリ	ある	動詞-自立	五段・ラ行	連用形
得	エ	得る	動詞-非自立	一段	未然形
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
強硬	キョウコウ	強硬	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
主張	シュチョウ	主張	名詞-サ変接続		
。	。	。	記号-句点		
早期	ソウキ	早期	名詞-一般		
の	ノ	の	助詞-連体化		
サービス	サービス	サービス	名詞-サ変接続		
開始	カイシ	開始	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
にらん	ニラン	にらむ	動詞-自立	五段・マ行	連用タ接続
で	デ	で	助詞-接続助詞		
「	「	「	記号-括弧開		
既に	スデニ	既に	副詞-一般		
我々	ワレワレ	我々	名詞-代名詞-一般		
の	ノ	の	助詞-連体化		
リスク	リスク	リスク	名詞-一般		
で	デ	で	助詞-格助詞-一般		
機材	キザイ	機材	名詞-一般		
や	ヤ	や	助詞-並立助詞		
工事	コウジ	工事	名詞-サ変接続		
の	ノ	の	助詞-連体化		
事業	ジギョウ	事業	名詞-一般		
者	シャ	者	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
発注	ハッチュウ	発注	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
も	モ	も	助詞-係助詞		
明らか	アキラカ	明らか	名詞-形容動詞語幹		
に	ニ	に	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
。	。	。	記号-句点		
世間	セケン	世間	名詞-一般		
で	デ	で	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
「	「	「	記号-括弧開		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
有利	ユウリ	有利	名詞-形容動詞語幹		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
声	コエ	声	名詞-一般		
も	モ	も	助詞-係助詞		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
が	ガ	が	助詞-接続助詞		
、	、	、	記号-読点		
07	07	07	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
に	ニ	に	助詞-格助詞-一般		
携帯	ケイタイ	携帯	名詞-サ変接続		
事業	ジギョウ	事業	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
新規	シンキ	新規	名詞-一般		
参入	サンニュウ	参入	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
イー・アクセス	イー・アクセス	イー・アクセス	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
評価	ヒョウカ	評価	名詞-サ変接続		
す	ス	する	動詞-自立	サ変・スル	文語基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
だ	ダ	だ	助動詞	特殊・ダ	基本形
、	、	、	記号-読点		
と	ト	と	助詞-格助詞-引用		
の	ノ	の	助詞-連体化		
見方	ミカタ	見方	名詞-一般		
も	モ	も	助詞-係助詞		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
の	ノ	の	助詞-連体化		
屋台骨	ヤタイボネ	屋台骨	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
支える	ササエル	支える	動詞-自立	一段	基本形
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
販売	ハンバイ	販売	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
も	モ	も	助詞-係助詞		
今後	コンゴ	今後	名詞-副詞可能		
、	、	、	記号-読点		
新た	アラタ	新た	名詞-形容動詞語幹		
に	ニ	に	助詞-副詞化		
取り扱い	トリアツカイ	取り扱い	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
始める	ハジメル	始める	動詞-自立	一段	基本形
事業	ジギョウ	事業	名詞-一般		
者	シャ	者	名詞-接尾-一般		
が	ガ	が	助詞-格助詞-一般		
出	デ	出る	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
くる	クル	くる	動詞-非自立	カ変・クル	基本形
可能	カノウ	可能	名詞-形容動詞語幹		
性	セイ	性	名詞-接尾-一般		
も	モ	も	助詞-係助詞		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
。	。	。	記号-句点		
もし	モシ	もし	副詞-一般		
900	900	900	名詞-数		
メガヘルツ	メガヘルツ	メガヘルツ	名詞-接尾-助数詞		
帯	タイ	帯	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
獲得	カクトク	獲得	名詞-サ変接続		
でき	デキ	できる	動詞-自立	一段	未然形
なかっ	ナカッ	ない	助動詞	特殊・ナイ	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
場合	バアイ	場合	名詞-副詞可能		
、	、	、	記号-読点		
将来	ショウライ	将来	名詞-副詞可能		
の	ノ	の	助詞-連体化		
事業	ジギョウ	事業	名詞-一般		
戦略	センリャク	戦略	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
描き	エガキ	描く	動詞-自立	五段・カ行イ音便	連用形
直す	ナオス	直す	動詞-非自立	五段・サ行	基本形
の	ノ	の	名詞-非自立-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
また	マタ	また	接続詞		
獲得	カクトク	獲得	名詞-サ変接続		
でき	デキ	できる	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
も	モ	も	助詞-係助詞		
、	、	、	記号-読点		
円滑	エンカツ	円滑	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
サービス	サービス	サービス	名詞-サ変接続		
展開	テンカイ	展開	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
実現	ジツゲン	実現	名詞-サ変接続		
できる	デキル	できる	動詞-自立	一段	基本形
の	ノ	の	名詞-非自立-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
にとって	ニトッテ	にとって	助詞-格助詞-連語		
、	、	、	記号-読点		
12	12	12	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
は	ハ	は	助詞-係助詞		
中	ナカ	中	名詞-一般		
・	・	・	記号-一般		
長期	チョウキ	長期	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
成長	セイチョウ	成長	名詞-サ変接続		
路線	ロセン	路線	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
維持	イジ	維持	名詞-サ変接続		
できる	デキル	できる	動詞-自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
どう	ドウ	どう	副詞-助詞類接続		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
の	ノ	の	助詞-連体化		
節目	フシメ	節目	名詞-一般		
の	ノ	の	助詞-連体化		
１	イチ	１	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
に	ニ	に	助詞-格助詞-一般		
なる	ナル	なる	動詞-自立	五段・ラ行	基本形
の	ノ	の	名詞-非自立-一般		
は	ハ	は	助詞-係助詞		
間違い	マチガイ	間違い	名詞-ナイ形容詞語幹		
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
。	。	。	記号-句点		
EOS
